State,Year,Month,ActivityLevel,ActivityLevelLabel
Wisconsin,2010,8,1,Minimal
Wisconsin,2010,9,1,Minimal
Wisconsin,2010,10,1,Minimal
Wisconsin,2009,1,1,Minimal
Wisconsin,2009,2,1,Minimal
Wisconsin,2009,3,7,Moderate
Wisconsin,2009,4,1,Minimal
Wisconsin,2009,5,3,Minimal
Wisconsin,2009,6,1,Minimal
Wisconsin,2009,7,1,Minimal
Wisconsin,2009,8,1,Minimal
Wisconsin,2009,7,1,Minimal
Wisconsin,2009,8,1,Minimal
Wyoming,2015,11,1,Minimal
Wyoming,2015,12,1,Minimal
Wyoming,2014,11,1,Minimal
Wyoming,2014,12,2,Minimal
Wyoming,2015,1,6,Moderate
Wyoming,2015,2,8,High
Wyoming,2015,3,4,Low
Wyoming,2015,4,2,Minimal
Wyoming,2015,5,1,Minimal
Wyoming,2015,6,1,Minimal
Wyoming,2015,7,1,Minimal
Wyoming,2015,8,1,Minimal
Wyoming,2015,9,1,Minimal
Wyoming,2015,10,1,Minimal
Wyoming,2013,11,1,Minimal
Wyoming,2013,12,1,Minimal
Wyoming,2014,1,4,Low
Wyoming,2014,2,3,Minimal
Wyoming,2014,3,1,Minimal
Wyoming,2014,3,1,Minimal
Wyoming,2014,5,1,Minimal
Wyoming,2014,5,1,Minimal
Wyoming,2014,6,1,Minimal
Wyoming,2014,8,1,Minimal
Wyoming,2014,8,1,Minimal
Wyoming,2014,9,1,Minimal
Wyoming,2012,11,1,Minimal
Wyoming,2012,12,5,Low
Wyoming,2013,1,10,High
Wyoming,2013,2,8,High
Wyoming,2013,3,1,Minimal
Wyoming,2013,3,1,Minimal
Wyoming,2013,5,1,Minimal
Wyoming,2013,6,1,Minimal
Wyoming,2013,6,1,Minimal
Wyoming,2013,8,1,Minimal
Wyoming,2013,8,1,Minimal
Wyoming,2013,9,1,Minimal
Wyoming,2011,11,1,Minimal
Wyoming,2011,12,1,Minimal
Wyoming,2012,1,1,Minimal
Wyoming,2012,2,1,Minimal
Wyoming,2012,3,1,Minimal
Wyoming,2012,3,2,Minimal
Wyoming,2012,5,1,Minimal
Wyoming,2012,6,1,Minimal
Wyoming,2012,6,1,Minimal
Wyoming,2012,8,1,Minimal
Wyoming,2012,9,1,Minimal
Wyoming,2012,9,1,Minimal
Wyoming,2010,11,1,Minimal
Wyoming,2010,12,1,Minimal
Wyoming,2011,1,1,Minimal
Wyoming,2011,2,4,Low
Wyoming,2011,3,2,Minimal
Wyoming,2011,4,1,Minimal
Wyoming,2011,5,1,Minimal
Wyoming,2011,6,1,Minimal
Wyoming,2011,7,1,Minimal
Wyoming,2011,8,1,Minimal
Wyoming,2011,9,1,Minimal
Wyoming,2011,10,1,Minimal
Wyoming,2009,9,1,Minimal
Wyoming,2009,10,5,Low
Wyoming,2009,11,8,High
Wyoming,2009,12,1,Minimal
Wyoming,2010,1,1,Minimal
Wyoming,2010,2,1,Minimal
Wyoming,2010,3,1,Minimal
Wyoming,2010,4,1,Minimal
Wyoming,2010,5,1,Minimal
Wyoming,2010,6,1,Minimal
Wyoming,2010,7,1,Minimal
Wyoming,2010,8,1,Minimal
Wyoming,2010,9,1,Minimal
Wyoming,2010,10,1,Minimal
Wyoming,2009,1,1,Minimal
Wyoming,2009,2,1,Minimal
Wyoming,2009,3,1,Minimal
Wyoming,2009,4,1,Minimal
Wyoming,2009,5,1,Minimal
Wyoming,2009,6,1,Minimal
Wyoming,2009,7,1,Minimal
Wyoming,2009,8,1,Minimal
Wyoming,2009,7,1,Minimal
Wyoming,2009,8,1,Minimal
